time,open,high,low,close,volume,o_time,date
2024-09-17 10:40:00,59151.0,59183.7,59106.4,59155.5,24130.0,1726569600000,2024-09-17
2024-09-17 10:45:00,59155.6,59225.1,59155.6,59173.0,38434.0,1726569900000,2024-09-17
2024-09-17 10:50:00,59169.1,59257.6,59164.4,59255.7,31629.0,1726570200000,2024-09-17
2024-09-17 10:55:00,59255.6,59256.3,59169.8,59229.7,23308.0,1726570500000,2024-09-17
2024-09-17 11:00:00,59229.7,59268.3,59206.0,59266.9,30483.0,1726570800000,2024-09-17
2024-09-17 11:05:00,59269.9,59292.0,59133.6,59161.8,47617.0,1726571100000,2024-09-17
2024-09-17 11:10:00,59161.7,59194.5,59109.0,59113.4,34523.0,1726571400000,2024-09-17
2024-09-17 11:15:00,59112.8,59117.4,59012.4,59071.8,42891.0,1726571700000,2024-09-17
2024-09-17 11:20:00,59071.8,59128.2,59039.7,59103.1,54757.0,1726572000000,2024-09-17
2024-09-17 11:25:00,59103.1,59149.0,59092.6,59128.8,13240.0,1726572300000,2024-09-17
2024-09-17 11:30:00,59128.9,59175.6,59112.2,59138.0,16264.0,1726572600000,2024-09-17
2024-09-17 11:35:00,59133.7,59133.7,59052.5,59093.6,26750.0,1726572900000,2024-09-17
2024-09-17 11:40:00,59093.6,59093.6,59034.6,59059.0,38825.0,1726573200000,2024-09-17
2024-09-17 11:45:00,59061.0,59093.6,59014.9,59037.0,36559.0,1726573500000,2024-09-17
2024-09-17 11:50:00,59037.0,59103.7,59032.9,59087.7,7365.0,1726573800000,2024-09-17
2024-09-17 11:55:00,59087.8,59152.0,59066.7,59066.8,21692.0,1726574100000,2024-09-17
2024-09-17 12:00:00,59066.8,59168.6,59066.8,59135.2,31781.0,1726574400000,2024-09-17
2024-09-17 12:05:00,59134.2,59221.7,59131.0,59198.6,25740.0,1726574700000,2024-09-17
2024-09-17 12:10:00,59205.8,59216.3,59069.4,59069.4,33103.0,1726575000000,2024-09-17
2024-09-17 12:15:00,59068.8,59121.8,59041.9,59121.8,24554.0,1726575300000,2024-09-17
2024-09-17 12:20:00,59121.8,59205.4,59102.7,59198.3,52083.0,1726575600000,2024-09-17
2024-09-17 12:25:00,59198.3,59207.5,59175.8,59175.8,12280.0,1726575900000,2024-09-17
2024-09-17 12:30:00,59175.9,59257.1,59113.1,59131.2,84521.0,1726576200000,2024-09-17
2024-09-17 12:35:00,59131.3,59264.8,59131.3,59153.1,43803.0,1726576500000,2024-09-17
2024-09-17 12:40:00,59146.1,59319.9,59137.4,59300.5,76828.0,1726576800000,2024-09-17
2024-09-17 12:45:00,59300.4,59344.1,59245.2,59323.7,57688.0,1726577100000,2024-09-17
2024-09-17 12:50:00,59323.8,59440.3,59319.3,59395.2,67660.0,1726577400000,2024-09-17
2024-09-17 12:55:00,59395.1,59434.6,59368.0,59368.0,44529.0,1726577700000,2024-09-17
2024-09-17 13:00:00,59368.0,59374.0,59300.0,59318.2,41358.0,1726578000000,2024-09-17
2024-09-17 13:05:00,59318.2,59350.6,59300.0,59307.2,33095.0,1726578300000,2024-09-17
2024-09-17 13:10:00,59303.7,59361.1,59189.8,59199.5,57487.0,1726578600000,2024-09-17
2024-09-17 13:15:00,59199.6,59267.4,59170.0,59254.2,44720.0,1726578900000,2024-09-17
2024-09-17 13:20:00,59254.3,59408.1,59232.7,59343.6,52490.0,1726579200000,2024-09-17
2024-09-17 13:25:00,59345.1,59357.0,59254.2,59254.3,47310.0,1726579500000,2024-09-17
2024-09-17 13:30:00,59254.3,59368.0,59082.4,59090.6,141885.0,1726579800000,2024-09-17
2024-09-17 13:35:00,59085.9,59170.0,59041.4,59084.0,113080.0,1726580100000,2024-09-17
2024-09-17 13:40:00,59084.0,59089.7,58927.8,58966.4,123779.0,1726580400000,2024-09-17
2024-09-17 13:45:00,58966.4,59078.0,58930.0,58947.4,120665.0,1726580700000,2024-09-17
2024-09-17 13:50:00,58947.4,59006.2,58877.7,58885.3,130463.0,1726581000000,2024-09-17
2024-09-17 13:55:00,58885.5,58986.0,58864.1,58960.3,71666.0,1726581300000,2024-09-17
2024-09-17 14:00:00,58951.6,59143.7,58930.2,59128.3,114772.0,1726581600000,2024-09-17
2024-09-17 14:05:00,59121.7,59291.4,59101.6,59262.0,98583.0,1726581900000,2024-09-17
2024-09-17 14:10:00,59268.0,59768.4,59234.1,59717.4,364502.0,1726582200000,2024-09-17
2024-09-17 14:15:00,59717.4,59972.2,59717.4,59928.0,270530.0,1726582500000,2024-09-17
2024-09-17 14:20:00,59934.0,60245.4,59904.3,60191.2,312723.0,1726582800000,2024-09-17
2024-09-17 14:25:00,60188.2,60386.8,60030.4,60190.5,359521.0,1726583100000,2024-09-17
2024-09-17 14:30:00,60188.9,60245.8,59949.0,59957.4,168870.0,1726583400000,2024-09-17
2024-09-17 14:35:00,59948.8,60157.7,59720.0,60120.1,289870.0,1726583700000,2024-09-17
2024-09-17 14:40:00,60120.0,60124.2,59972.5,60090.8,124416.0,1726584000000,2024-09-17
2024-09-17 14:45:00,60090.8,60315.5,60076.4,60308.6,121468.0,1726584300000,2024-09-17
2024-09-17 14:50:00,60308.6,60350.9,60218.7,60232.5,101122.0,1726584600000,2024-09-17
2024-09-17 14:55:00,60235.7,60325.0,60139.0,60246.5,79409.0,1726584900000,2024-09-17
2024-09-17 15:00:00,60255.4,60820.8,60209.4,60679.6,470570.0,1726585200000,2024-09-17
2024-09-17 15:05:00,60679.7,60999.0,60679.7,60848.6,236374.0,1726585500000,2024-09-17
2024-09-17 15:10:00,60848.6,61060.0,60784.9,61047.9,369693.0,1726585800000,2024-09-17
2024-09-17 15:15:00,61038.8,61300.0,61038.8,61248.0,398550.0,1726586100000,2024-09-17
2024-09-17 15:20:00,61248.0,61333.0,61050.2,61150.5,126361.0,1726586400000,2024-09-17
2024-09-17 15:25:00,61150.4,61210.0,61047.8,61134.1,147782.0,1726586700000,2024-09-17
2024-09-17 15:30:00,61134.0,61233.2,60902.8,60964.0,156090.0,1726587000000,2024-09-17
2024-09-17 15:35:00,60964.1,61076.1,60908.0,61010.4,87785.0,1726587300000,2024-09-17
2024-09-17 15:40:00,61010.4,61021.4,60921.1,60921.1,45782.0,1726587600000,2024-09-17
2024-09-17 15:45:00,60921.1,60977.0,60787.8,60859.0,85112.0,1726587900000,2024-09-17
2024-09-17 15:50:00,60859.1,61088.8,60859.1,61074.8,83323.0,1726588200000,2024-09-17
2024-09-17 15:55:00,61074.8,61152.4,61069.7,61115.0,103429.0,1726588500000,2024-09-17
2024-09-17 16:00:00,61118.9,61210.9,61096.7,61154.8,79042.0,1726588800000,2024-09-17
2024-09-17 16:05:00,61156.9,61250.0,61126.2,61224.4,49889.0,1726589100000,2024-09-17
